,Date,search_word,User,Tweets,Sarcastic,compound,Happy,Angry,Surprise,Sad,Fear,Sentiment
20,2021-10-11 05:19:05,@amazon,JunctionPb,hallo sir amazon india froud customer no help amazon customer care 10 days already w…,not_sarcastic,0.2787,0.33,0.0,0.67,0.0,0.0,Positive
21,2021-10-11 05:17:45,@amazon,MithuyaFashion,check out adro printed hoodies for men mustard l by adro via,not_sarcastic,0.4588,0.0,0.0,0.0,0.0,0.0,Positive
22,2021-10-11 05:17:12,@amazon,RajKuma47611719,amazonsecretboxes please give me a gift ,not_sarcastic,0.6369,0.0,0.0,0.0,0.5,0.5,Positive
23,2021-10-11 05:16:48,@amazon,zackaryrblair,how would one go about getting the hashtag unclejeffbezos to go viral might be funny also i mean no disrespe…,sarcastic,0.1779,0.0,0.33,0.33,0.0,0.33,Positive
24,2021-10-11 05:16:44,@amazon,MithuyaFashion,check out adro mens cotton hooded hoodie h20mdbanbs_navy blue_small by adro via,not_sarcastic,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
25,2021-10-11 05:16:20,@amazon,NeetaBhatia,inner product package totally torn distorted  are the middleman tampering with the packages  every morning we do…,not_sarcastic,-0.6453,0.0,0.0,0.0,1.0,0.0,Negative
26,2021-10-11 05:15:45,@amazon,rakheebalhara,hi i confirmed one of my products for return on 7th but till now no one came to collect it this is very di…,not_sarcastic,-0.4215,0.0,0.0,0.5,0.0,0.5,Negative
27,2021-10-11 05:15:42,@amazon,Dil8750,amazon worst service still may order is not deliver while its reached at final dest…,not_sarcastic,-0.4588,0.0,0.0,0.0,0.33,0.67,Negative
28,2021-10-11 05:15:29,@amazon,AnkitAlmighty,well done guys you have got fools handling the customer calls idiots deliveringexchanging the it…,not_sarcastic,-0.2732,0.0,0.0,0.0,0.0,0.0,Negative
29,2021-10-11 05:15:00,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
30,2021-10-11 05:14:53,@amazon,BrutieDada,we have a problem how can we leave reviews if will not allow them,not_sarcastic,-0.5523,0.0,0.0,0.0,0.0,1.0,Negative
31,2021-10-11 05:14:14,@amazon,hamzacelik21,sucks look what they did to their seller not releasing her money 5684277 do…,not_sarcastic,-0.3612,0.0,0.0,0.0,0.0,0.0,Negative
32,2021-10-11 05:13:27,@amazon,ayush_maurya0,hey amazonthere is an scam happened to me from your ofm customer service teami am continuesly e…,not_sarcastic,-0.5719,0.0,0.0,1.0,0.0,0.0,Negative
33,2021-10-11 05:13:06,@amazon,suv_kumar_01,i do not know why represent like very worry about it is customers but actually liar th…,not_sarcastic,-0.7,0.0,0.0,0.33,0.67,0.0,Negative
34,2021-10-11 05:12:59,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
35,2021-10-11 05:12:43,@amazon,realshawncyrus,reminder you can only get my book for free on you will have to pay 700 for the digital copy on…,sarcastic,0.4404,1.0,0.0,0.0,0.0,0.0,Positive
36,2021-10-11 05:12:02,@amazon,adedoyin_fawas,same problem but thanks to cybercrack1_mayor on g is one of the best he got…,not_sarcastic,0.8689,0.0,0.0,0.5,0.0,0.5,Positive
37,2021-10-11 05:11:55,@amazon,NeetaBhatia,this is the second time receiving packages where the seals have definitely been tampered with pr…,not_sarcastic,0.4019,0.0,0.0,0.5,0.0,0.5,Positive
38,2021-10-11 05:10:58,@amazon,realshawncyrus,this link will be approved for preorder when approves it,not_sarcastic,0.6705,1.0,0.0,0.0,0.0,0.0,Positive
39,2021-10-11 05:10:39,@amazon,Anthony38538131,bitcoin twitter about to get into full swing i have that feeling from the start of the year,not_sarcastic,0.128,0.0,0.0,0.0,0.5,0.5,Positive
40,2021-10-11 05:10:34,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
41,2021-10-11 05:10:05,@amazon,HarshitaAmbast3,issue with late delivery from last two orders i facing this issue and customer care is not helping me with…,not_sarcastic,0.3208,0.0,0.33,0.33,0.33,0.0,Positive
42,2021-10-11 05:10:03,@amazon,SMSpencerAuthor,you know what’s really nice about  they deliver to your door on time and with a smile thank you…,sarcastic,0.796,0.67,0.0,0.33,0.0,0.0,Positive
43,2021-10-11 05:10:02,@amazon,AdityaBaliga27,are you seriously doing this kind of sale in big billion days recived at wall mount instead of…,not_sarcastic,-0.1779,0.5,0.25,0.0,0.0,0.25,Negative
44,2021-10-11 05:08:26,@amazon,akknxx,i am trying to exchange but smaller size is not available so i tried to return but being eligible…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
45,2021-10-11 05:08:01,@amazon,ccpff0OnzRwJZkE,maybe someday we can shop with babydoge on ,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
46,2021-10-11 05:05:28,@amazon,DrivenDigitally,your face on that object says it all that was to be expected by your employees at,not_sarcastic,0.0,0.33,0.0,0.33,0.0,0.33,Neutral
47,2021-10-11 05:05:22,@amazon,SDralle,this a really odd picture why would it make anyone shop on amazon,not_sarcastic,-0.2247,0.0,0.0,0.33,0.33,0.33,Negative
48,2021-10-11 05:05:02,@amazon,BradPorcellato,labroquerie magnetawan oregon club car  kawasaki 4stroke aircooled engines 1984  2013 kf82  fe290  fe350…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
49,2021-10-11 05:04:59,@amazon,kryptocoins,we must always be steadfast on our determined path irrespective of the naysayers stick to our vision wi…,not_sarcastic,0.6597,0.0,0.0,0.0,0.5,0.5,Positive
50,2021-10-11 05:04:17,@amazon,dilanolebajoa,it is always inspiring to see how far has gradually progressed,not_sarcastic,0.4215,0.33,0.0,0.0,0.33,0.33,Positive
51,2021-10-11 05:03:58,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
52,2021-10-11 05:03:44,@amazon,RandyBReyes,thank you for making leverageredemption  my wife and i loved it i hope you get a season 2 you hear that ,sarcastic,0.8519,0.33,0.0,0.0,0.33,0.33,Positive
53,2021-10-11 05:00:56,@amazon,MrSumith,arrogance amp ego took down once it’s time that will lose billion…,not_sarcastic,-0.7269,0.0,0.0,0.5,0.5,0.0,Negative
54,2021-10-11 05:00:53,@amazon,MartinLeopard9,look at kampay  this cryptoproject reminds me early tsla  prove me that im wrong…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
55,2021-10-11 04:57:56,@amazon,RiazAfr21396099,you should close your customer service coz its been 10 months and still my problem to access my…,not_sarcastic,-0.4019,0.5,0.0,0.0,0.0,0.5,Negative
56,2021-10-11 04:57:50,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
57,2021-10-11 04:57:44,@amazon,tohid_ranji,please accept shiba token as a means of payment so that we can easily buy from amazo,not_sarcastic,0.743,0.0,0.0,0.0,0.5,0.5,Positive
58,2021-10-11 04:57:26,@amazon,sssshivesh,i have ordered a product by and since 11 days this product has not been delivered to the address the worst…,not_sarcastic,0.0,1.0,0.0,0.0,0.0,0.0,Neutral
59,2021-10-11 04:56:09,@amazon,RaulEHernandez6,police foundations help cops acquire military weapons swat team equipment and other tools that are used to terror…,not_sarcastic,-0.0516,0.0,0.0,1.0,0.0,0.0,Negative
60,2021-10-11 04:56:08,@amazon,Mike26Ricci,why doesn’t the app have a dark mode and if it does please share how ,not_sarcastic,0.5423,0.0,0.0,0.0,0.67,0.33,Positive
61,2021-10-11 04:55:50,@amazon,GAURAVG24015175,nothing till now,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
62,2021-10-11 04:54:43,@amazon,c4chaos,jeffwho can easily bully coz is its biggest customer amp investor what a shocker ‍ rivian bul…,not_sarcastic,-0.34,0.0,0.0,0.33,0.0,0.67,Negative
63,2021-10-11 04:54:26,@amazon,hawa11styl3,⁦amazon⁩ this needs to stop donate food don’t waste it wtf ⁦jeffbezos⁩ you can play space cowboy while everyone…,not_sarcastic,-0.7506,0.0,0.0,0.0,0.33,0.67,Negative
64,2021-10-11 04:53:45,@amazon,MrSumith,everything is done now where is my refund of prime,not_sarcastic,0.0,0.0,0.0,0.0,0.5,0.5,Neutral
65,2021-10-11 04:50:58,@amazon,suv_kumar_01,i am waiting for my refund last 35 days order code 17141473405917163 i didnt understand why…,not_sarcastic,0.0,0.5,0.0,0.5,0.0,0.0,Neutral
66,2021-10-11 04:49:56,@amazon,AmyDearing3,how come i can play some videos on my iphone but can’t play them on my kindle  i literally can’t use…,not_sarcastic,0.5859,0.0,0.33,0.0,0.0,0.67,Positive
67,2021-10-11 04:49:40,@amazon,realpyreonfire,wait only black women can be hoes maybe you are the racist,not_sarcastic,-0.6124,0.0,0.0,1.0,0.0,0.0,Negative
68,2021-10-11 04:49:06,@amazon,gladwethoughtof,may everyone have a great night sleep tight and rest well here are a few childrensbooks to help you sleep sound…,sarcastic,0.836,0.33,0.0,0.33,0.0,0.33,Positive
69,2021-10-11 04:48:49,@amazon,suman1317,please see this,not_sarcastic,0.3182,0.0,0.0,0.0,1.0,0.0,Positive
70,2021-10-11 04:47:55,@amazon,RyanPatrao007,that is actual sale for them increase price and then show…,not_sarcastic,0.3182,0.0,0.0,0.0,0.0,0.0,Positive
71,2021-10-11 04:46:34,@amazon,RelevanceAsia,shows this interesting infographic on the worlds most valuable brands in 2021,not_sarcastic,0.7264,0.5,0.0,0.0,0.5,0.0,Positive
72,2021-10-11 04:46:15,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
73,2021-10-11 04:45:44,@amazon,5fa3f864b54b481,i have placed my order with amazon on 04102021 but till this time it was not get dispatched from your vendor end…,sarcastic,0.09,0.0,0.0,0.0,0.5,0.5,Positive
74,2021-10-11 04:45:18,@amazon,go2shaik,can you please explain this yesterday flipkart sold this watch for 65 discount by incre…,not_sarcastic,0.3182,0.0,0.0,0.33,0.33,0.33,Positive
75,2021-10-11 04:45:14,@amazon,InnocentJosie,whence they came the beginning kindle edition the world’s first demon seeks a human body to possess in order to…,not_sarcastic,0.0,0.0,0.33,0.67,0.0,0.0,Neutral
76,2021-10-11 04:44:56,@amazon,CamstoneFaux,i am willing to buy used around here worth it as the price is typically 12 to 14 of regular prices,not_sarcastic,0.2263,0.0,0.0,0.0,0.0,1.0,Positive
77,2021-10-11 04:44:43,@amazon,vivek6chanchal,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
78,2021-10-11 04:44:02,@amazon,kash_ish106,the product is not that what was in the preview no bill no tag of butterflies pls se…,not_sarcastic,-0.0031,0.0,0.0,0.0,0.0,0.0,Neutral
79,2021-10-11 04:43:35,@amazon,melffunction,if jesus wanted him to have more money he would have told him to invest in or you know during one o…,not_sarcastic,0.0,0.0,0.0,0.0,0.5,0.5,Neutral
80,2021-10-11 04:39:07,@amazon,IamManojReddy_A,do not accept to report as something went wrong it is should open door where it can used for rec…,not_sarcastic,-0.6467,0.0,0.0,0.0,0.0,1.0,Negative
81,2021-10-11 04:38:11,@amazon,AZee0509,i have this machine have had it for 67 years it is one of the best i have had no sputtering…,not_sarcastic,0.4588,0.0,0.0,0.5,0.0,0.5,Positive
82,2021-10-11 04:37:24,@amazon,MbtHawk,upload a loom video to the case be super nice and clear…,not_sarcastic,0.7003,0.5,0.0,0.0,0.0,0.5,Positive
83,2021-10-11 04:35:55,@amazon,fluckeye693,okso guy gets busted for fraud pay attention for5 yearsthis goes on with an investigati…,not_sarcastic,-0.6369,0.0,0.0,0.5,0.0,0.5,Negative
84,2021-10-11 04:35:51,@amazon,Katscar4,well i guess its time to do a time heist ,not_sarcastic,0.2732,0.0,0.0,1.0,0.0,0.0,Positive
85,2021-10-11 04:34:53,@amazon,Animalplan69,dont waste your hard earned mony on this useless piece of shit passing of as a smart watch…,sarcastic,-0.3658,0.0,0.5,0.5,0.0,0.0,Negative
86,2021-10-11 04:34:21,@amazon,invincibli,have filled out the form nobody has contacted till now,not_sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
87,2021-10-11 04:33:42,@amazon,Namo_VF,are you there amp sir…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
88,2021-10-11 04:33:37,@amazon,davidtest18,great muesli but it is so expensive in the us will it eventually be here for cheaper may…,not_sarcastic,0.3716,1.0,0.0,0.0,0.0,0.0,Positive
89,2021-10-11 04:33:18,@amazon,303SnowWolf,oh ya learned that lesson trying to start a 2000w air conditioner on a 3500w rated i…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
90,2021-10-11 04:31:23,@amazon,Sagarbhau96,order was placed on 3rd oct 2021 and it didnt even dispatched yet need your help to cancel…,sarcastic,0.4019,0.0,0.0,0.5,0.0,0.5,Positive
91,2021-10-11 04:30:50,@amazon,nitinsh000,amazon cancelled my order and give refund when price of items got higher what a waste of great indian festival days,sarcastic,0.6369,0.67,0.0,0.0,0.0,0.33,Positive
92,2021-10-11 04:30:49,@amazon,DealskartLoot,set wet cool action and allure avatar deodorant amp body spray perfume for men pack of 3 150 ml each by set wet…,not_sarcastic,0.3182,0.25,0.0,0.0,0.0,0.75,Positive
93,2021-10-11 04:30:13,@amazon,jatolion,inverter generators haver a high source impedance and do not like class d amps ss…,not_sarcastic,-0.2755,0.0,0.33,0.33,0.0,0.33,Negative
94,2021-10-11 04:30:01,@amazon,tarangpateldyc,please look how they spoil amazon smile amazongreatindianfestival,not_sarcastic,0.6705,0.5,0.0,0.0,0.5,0.0,Positive
95,2021-10-11 04:27:46,@amazon,koontsiekins,apparently can not count,not_sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
96,2021-10-11 04:25:55,@amazon,judyshapiro,thats helpful  thank you,not_sarcastic,0.6486,1.0,0.0,0.0,0.0,0.0,Positive
97,2021-10-11 04:25:20,@amazon,nraboy,depends on what you’re buying but i’ve had success with the target website and bhphoto…,not_sarcastic,0.7227,0.0,0.0,0.0,0.5,0.5,Positive
98,2021-10-11 04:25:10,@amazon,DayspringGaming,your own terms amp conditions page says nothing about requiring an amazon card and yet your call…,not_sarcastic,0.1779,0.0,0.0,1.0,0.0,0.0,Positive
99,2021-10-11 04:24:31,@amazon,303SnowWolf,2500 starting 1850 running watts it’s an inverter genny so it has power factor corr…,not_sarcastic,0.0,0.0,0.5,0.5,0.0,0.0,Neutral
100,2021-10-11 04:22:57,@amazon,LizardkingShib,excellent business strategy shib amp team,not_sarcastic,0.5719,0.33,0.0,0.0,0.0,0.67,Positive
101,2021-10-11 04:22:55,@amazon,jatolion,lion always buys locally when he can even books he would rather support a local…,sarcastic,0.4019,0.0,0.0,0.0,0.33,0.67,Positive
102,2021-10-11 04:22:21,@amazon,bigboto14,why the hell is allowing it’s store on ventura blvd in woodland hills 2 operate hubs when they cha…,sarcastic,-0.6808,0.0,0.0,0.0,0.0,0.0,Negative
103,2021-10-11 04:22:18,@amazon,OGTechKnow,lol blocked me didn’t even direct anything to or at u love the echo chamber i can hear mys…,sarcastic,0.7096,0.5,0.0,0.0,0.0,0.5,Positive
104,2021-10-11 04:21:10,@amazon,CarolineKuta,apparently because rules the world can go into your account pick out a card to charge without y…,not_sarcastic,0.0,0.33,0.0,0.0,0.0,0.67,Neutral
105,2021-10-11 04:20:53,@amazon,jatolion,and is it 25kw or 25kva and is that 25 its surge or continuous capability kva…,not_sarcastic,0.0,0.0,0.0,0.0,1.0,0.0,Neutral
106,2021-10-11 04:20:44,@amazon,jude_ernest,and uses for nearly all its storage and computing needs,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
107,2021-10-11 04:20:37,@amazon,DayspringGaming,thank you for wasting an hour of my time amp hanging up on me 3 times long amp short  want to b…,not_sarcastic,0.0258,0.0,0.5,0.0,0.0,0.5,Neutral
108,2021-10-11 04:20:20,@amazon,HiroGallery,clarins hydraessentiel moisturizes and quenches silky cream normal to dry skin 17 ounce 1320,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
109,2021-10-11 04:19:43,@amazon,natashayakovle5,police foundations help cops acquire military weapons swat team equipment and other tools that are used to terror…,not_sarcastic,-0.0516,0.0,0.0,1.0,0.0,0.0,Negative
110,2021-10-11 04:18:49,@amazon,Akshit60215420,order pansonic hair dryer and our best amazon served hair trimmer is hair dryer work like vega men trimmers  is th…,sarcastic,0.8126,0.0,0.0,0.8,0.0,0.2,Positive
111,2021-10-11 04:17:22,@amazon,rodri_pater,i’m so proud to work for that company thank you and ,not_sarcastic,0.7089,0.5,0.0,0.0,0.0,0.5,Positive
112,2021-10-11 04:16:51,@amazon,airgups23,hmm every time i have called customer service i have gotten a friendly human pretty quickly last…,not_sarcastic,0.7506,0.67,0.0,0.0,0.33,0.0,Positive
113,2021-10-11 04:16:34,@amazon,safzahaa,i need my order to be delivered not the refun…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
114,2021-10-11 04:13:34,@amazon,Apprent09331968,that would be so eye catching great to have it indeed,not_sarcastic,0.6557,0.5,0.0,0.0,0.0,0.5,Positive
115,2021-10-11 04:13:05,@amazon,jude_ernest,good one jeffbe open responsible and at the same time be humble frugal and follow your path succes…,not_sarcastic,0.6369,0.33,0.0,0.0,0.0,0.67,Positive
116,2021-10-11 04:11:14,@amazon,judyshapiro,i agree  once you get to someone  they are very helpful the irritation is how long it take to…,not_sarcastic,0.2568,0.5,0.0,0.0,0.0,0.5,Positive
117,2021-10-11 04:10:32,@amazon,safzahaa,just because i escalated my issue on twitter…,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
118,2021-10-11 04:10:28,@amazon,SimbasLair,i hear you i needed household water filters i am on a well amazon price was higher than i c…,not_sarcastic,0.4215,0.0,0.0,0.0,1.0,0.0,Positive
119,2021-10-11 04:07:17,@amazon,brainrotSana,wow amazon so inclusive ,not_sarcastic,0.6705,0.0,0.0,1.0,0.0,0.0,Positive
120,2021-10-11 04:06:51,@amazon,hamzacelik21,listen and be open has not released money yet her 5684277 dollar from her seller a…,sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
121,2021-10-11 04:06:14,@amazon,Peezyboi_,this yall huh,not_sarcastic,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
122,2021-10-11 04:02:52,@amazon,AjayShe08590190,return product not picked up after complaint raised many times order no 40808406097950730 worst service by amazon,sarcastic,0.1516,0.0,0.0,0.0,1.0,0.0,Positive
123,2021-10-11 04:00:28,@amazon,constellationr,check out the new shortlist for augmented reality platforms by,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
124,2021-10-11 04:00:18,@amazon,vdalmia930,nothing wrong to be a little more better responsible amp fair written emails to you t…,not_sarcastic,0.8435,0.0,0.0,0.5,0.0,0.5,Positive
125,2021-10-11 03:59:36,@amazon,myzteec,definitely buying this,not_sarcastic,0.4019,0.0,0.0,0.0,0.0,1.0,Positive
126,2021-10-11 03:58:22,@amazon,saifali421,flipkartscam happened with me they did fraud i never faced any issue with but made his rumor i…,not_sarcastic,-0.34,0.0,0.5,0.0,0.5,0.0,Negative
127,2021-10-11 03:58:11,@amazon,TGRocketss,wow i did not even think of this and yet it is so true many people enjoy shopp…,not_sarcastic,0.8914,0.33,0.0,0.67,0.0,0.0,Positive
128,2021-10-11 03:57:17,@amazon,BellevueDT,as the week comes to an end so does the bellevue jazz amp blues music series thank you to our amazing partners…,not_sarcastic,0.743,0.0,0.0,0.67,0.33,0.0,Positive
129,2021-10-11 03:57:01,@amazon,engersheri,my hair bun kinda real ,not_sarcastic,0.0,0.0,0.0,0.5,0.5,0.0,Neutral
130,2021-10-11 03:56:57,@amazon,dceagle11,hey why can’t i order a 12 can case of 65oz cans of doubleshot espresso wcream,not_sarcastic,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
131,2021-10-11 03:56:30,@amazon,SpottedSnark,there may or may not be a special announcement tomorrow about   trickortreating …,sarcastic,-0.3089,0.0,0.0,0.33,0.0,0.67,Negative
132,2021-10-11 03:55:19,@amazon,TGRocketss,yes exactly this eliminates all of this hassle and ultimately improves the sho…,sarcastic,0.6705,0.0,0.0,0.0,1.0,0.0,Positive
133,2021-10-11 03:54:37,@amazon,sammcc_34,many people will shy away this technology is very new and makes a lot of people…,not_sarcastic,-0.25,0.0,0.33,0.0,0.67,0.0,Negative
134,2021-10-11 03:53:58,@amazon,TGRocketss,2 amazon will have to target the correct audience for this as many older customers may not und…,sarcastic,0.1779,0.0,0.0,0.0,0.0,1.0,Positive
135,2021-10-11 03:53:48,@amazon,sammcc_34,that is a great point they need to be ready to explain how there technology wo…,not_sarcastic,0.765,0.67,0.0,0.33,0.0,0.0,Positive
136,2021-10-11 03:53:08,@amazon,Kairy4Michelle,dear your horrible customer service cost you a 550 sale that went to and future sales,not_sarcastic,-0.2263,0.0,0.0,0.5,0.0,0.5,Negative
137,2021-10-11 03:51:59,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
138,2021-10-11 03:51:56,@amazon,1i_Jing91,i guess this may be a good reason why some people do not trust virtual tryon a…,sarcastic,0.0511,0.2,0.0,0.2,0.2,0.4,Positive
139,2021-10-11 03:50:04,@amazon,TGRocketss,1 amazon is trying to make shopping easier and more efficient for customers these facilities…,not_sarcastic,0.7645,0.0,0.0,0.0,1.0,0.0,Positive
140,2021-10-11 03:45:52,@amazon,TodaYoshiro,,not_sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
141,2021-10-11 03:45:39,@amazon,offkilterkristy,i’m looking for some blue plastic pumpkins for my students with autism to go trick or treating with can you help m…,not_sarcastic,0.3612,0.0,0.0,0.75,0.25,0.0,Positive
142,2021-10-11 03:44:26,@amazon,judyshapiro,if only  that page requires you identify the issue amp then it dead ends it takes some for…,not_sarcastic,-0.6486,0.33,0.0,0.33,0.0,0.33,Negative
143,2021-10-11 03:43:32,@amazon,rtcno1,hiring fraud people…,not_sarcastic,-0.5859,0.0,0.0,0.0,0.0,0.0,Negative
144,2021-10-11 03:43:30,@amazon,gamefreepls,why do you care if people are selling lets go brandon merchandise,not_sarcastic,0.4939,0.0,0.0,0.0,1.0,0.0,Positive
145,2021-10-11 03:43:24,@amazon,fermatdepierre,from rock to a hard place can’t even cancel the order as asked by you guys don’t you guys even check…,sarcastic,-0.34,0.0,0.33,0.0,0.0,0.67,Negative
146,2021-10-11 03:42:57,@amazon,SleaterDude,hi there any ideas as to why we keep getting this error when trying to watch “the…,sarcastic,-0.481,0.0,0.0,0.5,0.5,0.0,Negative
147,2021-10-11 03:42:20,@amazon,xyz1239876,i had to block and report for their bullying on youtube,not_sarcastic,-0.7783,0.0,0.0,0.0,0.0,0.0,Negative
148,2021-10-11 03:42:09,@amazon,MediaRevuePod,new episode talking about the and horrorfilm blackasnight with director marty go check it ou…,not_sarcastic,0.0,0.0,0.0,0.5,0.5,0.0,Neutral
149,2021-10-11 03:41:55,@amazon,gamefreepls,did ur delivery guy steal my package,not_sarcastic,-0.4939,0.0,0.0,1.0,0.0,0.0,Negative
150,2021-10-11 03:41:40,@amazon,asiance,fromt page of catalog features korean community services center of ny,sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
151,2021-10-11 03:41:08,@amazon,jholmestusd,when im not teaching promoting my or wishlist to be cleared i’m in the stands…,not_sarcastic,-0.1803,0.0,0.0,0.0,1.0,0.0,Negative
152,2021-10-11 03:41:04,@amazon,Pravinn7777,no response from your side endofmega,sarcastic,-0.296,0.0,0.0,0.0,1.0,0.0,Negative
153,2021-10-11 03:40:45,@amazon,phanineti,i was waiting for my delivery whole day yesterday and didnt received it i am surprised and disappointed n…,not_sarcastic,-0.296,0.17,0.0,0.5,0.17,0.17,Negative
